bdb_id	strongs	headword	type	entry
j.ef.aa	H3498	יָתַר	root	[יָתַר] 107 vb. remain over Qal Pt. the remainder Niph. be left over, remain over Hiph. leave over, leave abs. leave a remnant save over, i.e. presevre alive excel, shew pre-eminence shew excess = have more than enough
j.ef.ab		יָתֵר		יָתֵר תּוּר v. תור
j.ef.ac	H3499	יֶ֫תֶר		יֶ֫תֶר 94 n.m. remainder, excellence, excess
j.ef.ad	H3499	יֶ֫תֶר		יֶ֫תֶר n.m. cord (prop. as hanging over or down)
j.ef.ae	H3500	יֶ֫תֶר		יֶ֫תֶר n.pr.m. (abundance) father of Moses’ wife eldest son of Gideon father of Amasa men of Judah a man of Asher
j.ef.af	H3501	יִתְרָא		יִתְרָא n.pr.m. father of Amasa 2 S 17:25
j.ef.ag	H3502	יִתְרָה		יִתְרָה n.f. abundance, riches
j.ef.ah	H3503	יִתְרוֹ		יִתְרוֹ n.pr.m. father of Moses’ wife
j.ef.ai	H3505	יִתְרִי		יִתְרִי adj.gent., alw. c. art.
j.ef.aj	H3148	יוֹתֵר		יוֹתֵר, יֹתֵר n.m. superiority, advantage, excess
j.ef.ak	H3508	יֹתֶ֫רֶת		יֹתֶ֫רֶת n.f. appendage (term. techn. of P)
j.ef.al	H3504	יִתְרוֹן		יִתְרוֹן n.[m.] advantage, profit, only Ec
j.ef.am	H3506	יִתְרָן		יִתְרָן n.pr.m. an Edomite a man of Asher
j.ef.an	H1956	הוֹתִיר		הוֹתִיר n.pr.m. (abundance, superabundance)—a son of Heman
j.ef.ao	H4195	מוֹתָר		מוֹתָר n.m. abundance, pre-eminence
j.ef.ap	H4340	מֵיתָר		[מֵיתָר] n.m. cord, string
j.ef.aq	H3492	יַתִּיר		יַתִּיר, יַתִּר n.pr.loc. town in Judah
j.ef.ar	H3507	יִתְרְעָם		יִתְרְעָם n.m. 6th son of David
j.ef.as	H3509	יְתֵת		יְתֵת n.pr.m. an Edomite chief
k.aa.aa		כ	root	כ, כּ eleventh letter ; used as numeral 20 in postBHeb.; כא = 21, כב = 22, etc.
k.ab.aa	k	כְּ	root	כְּ prop. subst. the like of, like, as quantitatively: as many qualitatively, to express resemblance in respect of some attribute, action, character, appearance, etc.: the like of as an accus. of mode or limitation, in or with the like of sometimes כְּ is used in partic. to compare an object with the class to which it belongs, and express its correspondence with the idea which it ought to realize repeated כְּ … כְּ, to signify the completeness of the correspondency between two objects before an inf.: like of time, about, at
k.ab.ab	H0834	כַּאֲשֶׁר		כַּאֲשֶׁר conj. according as, as, when according to that which, according as, as with a causal force, in so far as, since with a temporal force, when
k.ab.ac	H3644	כְּמוֹ		כְּמוֹ adv. and conj. like, as, when (lit. the like of what (viz.) …, a pleon. form of כְּ (v. מוֹ), and, like it, prop. a subst.)
k.ac.aa	H3510	כָּאַב	root	כָּאַב vb. be in pain Qal be in pain, physical of mental pain Hiph. pain, mar
k.ac.ab	H3511	כְּאֵב		כְּאֵב n.m. pain
k.ac.ac	H4341	מַכְאוֹב		מַכְאוֹב n.m. pain
k.ad.aa	H3512	כָּאָה	root	[כָּאָה] vb. Niph. be disheartened, cowed Niph. then shall he be cowed; downhearted Hiph. Inf. cstr.
k.ad.ab	H3512	כָּאֶה		[כָּאֶה] adj. cowed, ψ 10:10 Qr
k.ad.ac		כאר		כאר v. כור
k.ad.ad		כָּאֹר		כָּאֹר יְאֹר v. יְאֹר
k.ae.aa		כבב	root	כבב (√ of foll., cf. Sta §116, 3; meaning not wholly clear; Ar. Arabic is roll threads into a ball, Arabic ball of thread, but also troop of horses, band of men, etc.; Eth. Ethiopic is in orbem circumsistere, Ethiopic orbis, circulus, etc.; hence perh. star, as round, or as collected in bands, clusters, constellations; As. kabâbu = burn; kabâbê, shields, is written kabâbê by Dl HWB 578).
k.ae.ab	H3556	כּוֹכָב		כּוֹכָב n.m. star
k.af.aa	H3513	כָּבֵד	root	כָּבֵד vb. be heavy, weighty, burdensome, honoured Qal be heavy, in weight heavy, insensible, dull be honoured Niph. pass. be made heavy fr. abundance be honoured, enjoy honour, of man medial, get oneself glory (or honour), of God Pi. make heavy, insensible make honourable, honour, glorify, usu. c. human subj. Pu. be made honourable, honoured Hiph. make heavy make heavy, dull, unresponsive, the ears cause to be honoured Hithp. make oneself heavy, dense, numerous honour oneself
k.af.ab	H3515	כָּבֵד		כָּבֵד adj. heavy
k.af.ac	H3516	כָּבֵד		כָּבֵד n.m. La 2:11 liver (explained by Thes (quoting Galen) as the heavy organ, par excellence, of the body)
k.af.ad	H3514	כֹּ֫בֶד		כֹּ֫בֶד n.[m.] heaviness, weight of a stone mass, abundance, of corpses vehemence, of war
k.af.ae	H3520	כָּבוֹד		[כָּבוֹד] adj. glorious
k.af.af	H3519	כָּבוֹד		כָּבוֹד n.m. and f. abundance, honour, glory abundance, riches honour, splendor, glory, of external condition and circumstances honour, dignity of position honour, reputation, of character my honour, poet. of the seat of honour in the inner man, the noblest part of man honour, reverence, glory, as due to one or ascribed to one glory as the object, of honour, reverence and glorifying
k.af.ag	H3520	כְּבוּדָּ֯ה		כְּבוּדָּ֯ה n.f. abundance, riches Ju 18:21.
k.af.ah	H3517	כְּבֵדֻת		כְּבֵדֻת n.f. heaviness, Ex 14:25 (J)
k.ag.aa	H3518	כָּבָה	root	[כָּבָה] vb. be quenched, extinguished, go out, of fire or lamp Qal be quenched, extinguished Pi. quench, extinguish
k.ag.ab	H3521	כָּבוּל		כָּבוּל n.pr.loc. city on border of Asher district in Galilee containing 20 cities given by Sol. to Hiram
k.ah.aa		כבל	root	כבל (√ of foll. = bind; NH כָּבַל bind, כֶּבֶל fetter; Aram. כְּבַל id., כַּבְלָא id., Syriac, Syriac; Ar. Arabic bind, Arabic fetter).
k.ah.ab	H3525	כֶּ֫בֶל		כֶּ֫בֶל n.[m.] fetter(s)
k.ai.aa		כבן	root	כבן (√ of foll., mng. dub.; NH כָּבַן, Aram. כבן, Syriac = wrap round, wrap up).
k.ai.ab	H3522	כַּבוֹן		כַּבוֹן n.pr.loc. in Judah Jos 15:40
k.ai.ac	H4343	מַכְבֵּנָה		מַכְבֵּנָה n.pr.loc. 1 Ch 2:49
k.ai.ad	H4344	מַכְבַּנַּי		מַכְבַּנַּי n.pr.m. a hero of David 1 Ch 12:14.
k.aj.aa	H3526	כָּבַס	root	[כָּבַס] 51 vb. (tread), wash Qal highway of fuller’s (= treader’s, washer’s) field Pi. wash garments (i.e. by treading) wash person Pu. be washed, of garment Hothp. after the plague is washed out
k.ak.aa	H3527	כָּבַר	root	[כָּבַר] vb. be much, many Hiph. (only Elihu) make many
k.ak.ab	H3524	כַּבִּיר		כַּבִּיר adj. great, mighty, much, only poet.
k.ak.ac	H3530	כִּבְרָה		[כִּבְרָה] n.f. appar. distance, only in the phr. a distance of land or length of way
k.ak.ad	H3528	כְּבָר		כְּבָר adv. (late) already
k.ak.ae	H3529	כְּבָר		כְּבָר n.pr.fl. Kĕbār, a river (or perhaps a canal) of Babylonia, not at present identified, by wh. the exiles, among whom Ez. ministered, were settled
k.al.aa		כבר	root	כבר (√ of foll.; ? to intertwine, net; NH כָּבַר sift is denom. fr. כְּבָרָה).
k.al.ab	H3523	כָּבִיר		[כָּבִיר] n.[m.] prob. something netted, i.e. either a quilt or a fly-net spread over the face while a person was asleep
k.al.ac	H3531	כְּבָרָה		כְּבָרָה n.f. a sieve (a net-like implement), Am 9:9
k.al.ad	H4346	מַכְבֵּר		מַכְבֵּר n.[m.] a netted cloth or coverlet; 2 K 8:15 of the cloth which Hazael dipped in water, and spread over Ben-hadad’s face to smother him.
k.al.ae	H4345	מִכְבָּר		מִכְבָּר n.m. grating or lattice-work
k.al.af	H3532	כֶּ֫בֶשׂ		כֶּ֫בֶשׂ 107 n.m. lamb
k.al.ag	H3535	כִּבְשָׂה		כִּבְשָׂה, כַּבְשָׂה n.f. ewe-lamb
k.al.ah	H3775	כֶּ֫שֶׂב		כֶּ֫שֶׂב n.[m.] lamb
k.al.ai	H3776	כִּשְׂבָּה		כִּשְׂבָּה n.f. ewe-lamb Lv 5:6 (P).
k.am.aa	H3533	כָּבַשׁ	root	[כָּבַשׁ] vb. subdue, bring into bondage Qal bring into bondage (late) subdue, force, a woman subdue, dominate, the earth Niph. pass. Pi. (of conquest) Hiph. bring into bondage
k.am.ab	H3534	כֶּ֫בֶשׁ		כֶּ֫בֶשׁ n.[m.] footstool (late)—2 Ch 9:18 (of Solomon’s throne).
k.am.ac	H3536	כִּבְשָׁן		כִּבְשָׁן n.m. kiln, for lime or pottery
k.an.aa		כדד	root	כדד (√ of foll.; Ar. Arabic is toil severely; Arabic fatigue, weary, harass, tread; Arabic mortar in which things are pounded, bruised; Arabic what remains in bottom of cooking-pot).
k.an.ab	H3537	כַּד		כַּד n.f. jar
k.an.ac	H3590	כִּידוֹד		[כִּידוֹד] n.m. spark—only pl. cstr. Jb 41:11 of breath of crocodile
k.an.ad	H3539	כַּדְכֹּד		כַּדְכֹּד n.[m.] a precious stone, perh. ruby
k.an.ae		כְּדֵי		כְּדֵי v. דַּי
k.ao.aa		כדר	root	כדר (√ of foll.; cf. Ar. Arabic VII. shoot or rush down (of hawk, star, etc.; also of an attacking force) so Thes Fl in De Job 15, 24 Buhl Di al.; v. also mod. Ar. Arabic annoy, vex, reprimand, Spiro Vocab.; Arabic oftener be dark, gloomy, turbid, whence > כידור = seething tumult, of battle, cf. Kö ii. 147, §71, 1).
k.ao.ab	H3593	כִּידוֹר		כִּידוֹר n.[m.] onset, Jb 15:24
k.ao.ac	H1754	כַּדּוּר		כַּדּוּר n.[m.] ball Is 22:18, as in Talm.; circle, cordon
k.ao.ad	H3540	כְּדָרְלָעֹמֶר		כְּדָרְלָעֹמֶר n.pr.m. king of Elam
k.ap.aa	H3541	כֹּה	root	כֹּה demonstr.adv. thus, here of manner, thus of place, here of time, hitherto
k.ap.ab	H3602	כָּ֫כָה		כָּ֫כָה 37 adv. thus
k.aq.aa	H3543	כָּהָה	root	[כָּהָה] vb. be or grow dim, faint Qal grow dim Pi. grow faint
k.aq.ab	H3544	כֵּהֶה		[כֵּהֶה] adj. dim, dull, faint
k.aq.ac	H3545	כֵּהָה		כֵּהָה n.f. (dimming), lessening, alleviation;—of Nineveh Na 3:19
k.ar.aa	H3543	כָּהָה	root	[כָּהָה] vb. Pi. rebuke, only 1 S 3:13
k.as.aa		כהן	root	כהן (√ of foll; mng. dub., v. Dr 28 6, 18; Ar. vb. Arabic is divine, and Arabic (Qor 52:29) is a seer, the organ (mostly) of a jinn, rarely of a god: the Arabic and the כֹּהֵן must have been orig. identical (both alike being guardians of an oracle, at a sanctuary); but their functions diverged: the Arabic gradually lost his connexion with the sanctuary, and sank to be a mere diviner; the כהן acquired fuller sacrif. functions: v. RS Enc. Brit. ed. 9, xix, 727; We Skizzen iii. 130f., 167; Now Arch ili. 89f.; Ph כהן is priest כהנת priestess).
k.as.ab	H3548	כֹּהֵן		כֹּהֵן 750 n.m. priest
k.as.ac	H3547	כָּהַן		[כָּהַן] vb. only Pi. denom. act as priest
k.as.ad	H3550	כְּהֻנָּה		כְּהֻנָּה n.f. priesthood
k.as.ae	H3552	כּוּב		כּוּב n.pr.gent. Ez 30:5
k.as.af	H3553	כּוֹבַע		כּוֹבַע n.m. helmet (√ dub.)
k.at.aa	H3554	כָּוָה	root	[כָּוָה] vb. burn, scorch, brand Niph. be scorched
k.at.ab	H3587	כִּי		כִּי n.[m.] burning, branding—only Is 3:24
k.at.ac	H3555	כְּוִיָּה		כְּוִיָּה n.f. id. [כִּי]; Ex 21:25.
k.at.ad	H4348	מִכְוָה		מִכְוָה n.f. burnt-spot, scar of a burn; Lv 13:24
k.at.ae		כּוֹכָב		כּוֹכָב v. כבב
k.au.aa	H3557	כּוּל	root	[כּוּל] vb. comprehend, contain Qal who hath comprehended the dust of the earth in a shalish-measure Pilp. sustain, maintain, contain Polp. were supplied with food Hiph. contain, hold, hold in, endure
k.au.ab	H3633	כַּלְכֹּל		כַּלְכֹּל n.pr.m. one of the wise men whom Solomon surpassed
k.av.aa		כום	root	כום (√ of foll.; Ar. Arabic II. is heap up, accumulate; Arabic heap; Arabic herd of camels, hence perh. כִּימָה as a group, herd, or flock of stars, but uncertain (v. כִּימָה)).
k.av.ab	H3598	כִּימָה		כִּימָה n.f. perh. Pleiades
k.aw.aa	H3559	כּוּן	root	[כּוּן] 218 vb. prob. be firm, only in der. conj. Niph. be set up, established, fixed in a moral sense, be directed aright, of ways prepare, be ready pass. be prepared, of judgments Hiph. establish, set up fix, so as to be ready, make ready, prepare, a gift provide for, provide, furnish direct one's face toward arrange, order Hoph. be established, of throne be prepared for Po‛lēl. set up, establish constitute, make, a man (in womb) fix, so as to be ready direct Po‛lal. be established Hithpo‛l. be established
k.aw.ab	H3651	כֵּן		כֵּן adj. right, veritable, honest right veritable, true pl. concr. honest (men)
k.aw.ac	H3560	כּוּן		כּוּן n.pr.loc. city of Hadarezer
k.aw.ad	H3562	כּוֹנַנְיָ֫הוּ		כּוֹנַנְיָ֫הוּ Kt, כֳּנַנְיָ֫הוּ Qr, n.pr.m. Levites.
k.aw.ae	H3199	יָכִין		יָכִין n.pr.m. (he will establish) a Simeonite name of right-hand pillar before temple
k.aw.af	H3200	יָכִינִי		יָכִינִי adj.gent. with art. as n.coll. Nu 26:12.
k.aw.ag	H3204	יְכוֹנְיָה		יְכוֹנְיָה n.pr.m. (י׳ is firm, enduring) all of last king but one of Judah
k.aw.ah	H4349	מָכוֹן		מָכוֹן n.m. fixed or established place, foundation (chiefly poet.)
k.aw.ai	H4350	מְכוֹנָה		מְכוֹנָה, מְכֹנָה 25 n.f. fixed resting-place,
k.aw.aj	H5225	נָכוֹן		נָכוֹן n.pr.m. only in 2 S 6:6
k.aw.ak	H8499	תְּכוּנָה		תְּכוּנָה n.f. arrangement, preparation, fixed place
k.aw.al	H3561	כַּוָּן		[כַּוָּן] n.[m.] cake, sacrificial cake—only pl.
k.aw.am	H3563	כּוֹס		כּוֹס n.f. cup
k.aw.an	H3563	כּוֹס		כּוֹס n.[m.] a kind of owl
k.ax.aa		כור	root	כור (√ of foll.; perh. be or make round, hence furnace, pot, basin, fr. shape; Ar. Arabic wind about (e.g. a turban), Arabic turn or twist (of turban), Arabic blacksmith's fire-place, hornets' or bees' nest, Arabic bundle; > Thes comp. Syr. Syriac incaluit (Lexx. aestuavit, calefactus est)).
k.ax.ab	H3733	כָּר		[כָּר] n.[m.] basket-saddle, Gn 31:34
k.ax.ac	H3564	כּוּר		כּוּר n.[m.] smelting-pot or furnace
k.ax.ad		כּוֹר־עָשָׁן		כּוֹר־עָשָׁן v. בּוֹר עָשָׁן
k.ax.ae	H3600	כִּיר		[כִּיר] n.[m.] cooking-furnace—frangible, only du. Lv 11:35
k.ax.af	H3595	כִּיֹּר		כִּיֹּר, כִּיּוֹר n.m. 1 K 7:38 pot, basin pot for cooking fire-pot basin of bronze for washing, laver; set on a bronze support platform or stage of bronze (prob. round, bowl-like in shape) on which, acc. to Chr, Solomon stood and kneeled
k.ay.aa	H3738	כוּר	root	[כוּר] vb. mng. dub., perh. bore, or dig, or hew—only Qal ψ 22:17
k.ay.ab	H4351	מְכֹרָה		[מְכֹרָה, מְכוּרָה] n.f. origin (i.e. place of digging out?)
k.ay.ac	H4380	מְכֵרָה		[מְכֵרָה] n.[f.] prob. the name of a weapon, only pl. Gn 49:5
k.ay.ad	H3566	כּ֫וֹרֶשׁ		כּ֫וֹרֶשׁ and כֹּ֫רֶשׁ n.pr.m. Cyrus—king of Persia, conqueror of Babylon, restorer of Jews to Palestine
k.az.aa	H3568	כּוּשׁ	root	כּוּשׁ n.pr.pers.m., gent. et terr. 1st ‘son’ of חָם land and people of southern Nile-valley, or Upper Egypt, extending from Syene indefinitely to the south כּוּשׁ is err. for כַּשׁ = Bab. Kaššu
k.az.ab	H3568	כּוּשׁ		כּוּשׁ n.pr.m. a Benjamite, ψ 7:1 (title)
k.az.ac	H3569	כּוּשִׁי		כּוּשִׁי adj.gent. sg. agreeing with noun = subst., a Cushite id. c. art., the Cushite, of Joab’s adjutant pl. = subst.
k.az.ad	H3570	כּוּשִׁי		כּוּשִׁי n.pr.m. great-grandfather of יְהוּדִי father of prophet Zephaniah
k.az.ae	H3572	כּוּשָׁן		כּוּשָׁן n.pr., gent. vel terr., only Hb 3:7
k.az.af	H3573	כּוּשַׁן רִשְׁעָתַ֫יִם		כּוּשַׁן רִשְׁעָתַ֫יִם n.pr.m. king of Aram Naharaim
k.az.ag		כּוֹשָׁרוֹת		כּוֹשָׁרוֹת v. כּוֹשָׁרָה sub. כָּשַׁר
k.az.ah	H3575	כּוּתָה		כּוּתָה, כּוּת n.pr.loc. whence king of Assyria (Sargon) transported colonists into N. Israel
k.ba.aa	H3576	כָּזַב	root	[כָּזַב] vb. lie, be a liar Qal Pt. Niph. his hope has been made deceptive Pi. lie, tell a lie disappoint, fail Hiph. who will make me a liar? i.e. prove me to be so
k.ba.ab	H3577	כָּזָב		כָּזָב n.m. lie, falsehood, deceptive thing
k.ba.ac	H3580	כְּזִיב		כְּזִיב n.pr.loc. in plain of Judah Gn 38:5
k.ba.ad	H3578	כֹּֽזֵבָ֗א		כֹּֽזֵבָ֗א n.pr.loc. 1 Ch 4:22
k.ba.ae	H3579	כָּזְבִי		כָּזְבִי n.pr.f. a woman of Midian
k.ba.af	H0391	אַכְזָב		אַכְזָב adj. deceptive, disappointing
k.ba.ag	H0392	אַכְזִיב		אַכְזִיב n.pr.loc. in lowland of Judah in Asher
k.bb.aa		כזר	root	כזר (√ of foll.; Aram. Ethpe. be cruel (𝔗 Jb 10:1 ), cf. Syr. Syriac, miles, vir strenuus PS 1718, who comp. Pers. Persian athleta, heros (Vullers)).
k.bb.ab	H0393	אַכְזָר		אַכְזָר adj. cruel, fierce
k.bb.ac	H0394	אַכְזָרִי		אַכְזָרִי adj. cruel, always in this form
k.bb.ad	H0395	אַכְזְרִיּוּת		אַכְזְרִיּוּת n.f. cruelty, fierceness, only Pr 27:4
k.bb.ae	H3581	כֹּחַ		כֹּחַ n.[m.] a small reptile, prob. a kind of lizard, in list of unclean creeping things Lv 11:30; chameleon
k.bb.af		כֹּחַ		כֹּחַ v. כחח
k.bc.aa	H3582	כָּחַד	root	[כָּחַד] vb. not in Qal; Pi. Hiph. hide, efface; Niph. (usu.) pass. Niph. be hidden be effaced, destroyed Pi. hide Hiph. hide efface, annihilate
k.bd.aa		כחח	root	כחח (√ assumed by Thes Buhl al. for foll. Ba NB 79 prop. √ כוח).
k.bd.ab	H3581	כֹּחַ		כֹּחַ and כּוֹחַ n.m. strength, power
k.be.aa	H3583	כָּחַל	root	[כָּחַל] vb. paint (eyes)—only in Ez 23:40
k.bf.aa	H3584	כָּחַשׁ	root	כָּחַשׁ vb. be disappointing, deceive, fail, grow lean Qal my flesh hath grown lean (away) fr. fatness Niph. thine enemies shall cringe Pi. deceive act deceptively against cringe = come cringing disappoint, fail Hithp. shall come cringing to me
k.bf.ab	H3585	כַּ֫חַשׁ		כַּ֫חַשׁ n.m. 1. lying. 2. leanness
k.bf.ac	H3586	כֶּחָשׁ		[כֶּחָשׁ] adj. deceptive, false—Is 30:9
k.bg.aa	H3588	כִּי	root	כִּי conj. that, for, when that Of time, when, of the past elsewhere כִּי has a force approximating to if, though it usu. represents a case as more likely to occur than אִם when or if, with a concessive force, i.e. though Because, since
k.bg.ab	H3588	כִּי אם־		כִּי אם־ each part. retaining its independent force, and relating to a different clause: that if for if (About 140 t.) the two particles being closely conjoined, and relating to the same clause— limiting the prec. clause, except the if being neglected, and treated as pleonastic, so that the clause is no longer a limitation of the preceding clause but a contradiction of it: but rather, but after an oath, surely
k.bg.ac	H3651	כִּי עַל כֵּן		כִּי עַל כֵּן forasmuch as
k.bg.ad		כִּי		כִּי v. כוה
k.bg.ae	H3589	כִּיד		[כִּיד] n.[m.] only Jb 21:20, meaning unknown; rd. prob. his misfortune
k.bh.aa		כיד	root	כיד (√ of foll.; cf. perh. Ar. Arabic in sense labour, take pains, strive, or struggle with, Arabic war).
